Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
17.9.1,TRUE,TRUE,544227,Egyptian Art,"Figurine, Hippopotamus (""William"")","Hippopotamus (""William"")",,Middle Kingdom,Dynasty 12,Senwosret I to Senwosret II,,,,,,,,,,,ca. 1961–1878 B.C.,-1961,-1878,Faience,L. 20 cm (7 7/8 in.); W. 7.5 cm (2 15/16 in.); H. 11.2 cm (4 7/16 in.),"Gift of Edward S. Harkness, 1917",From,,,,Egypt,Middle Egypt,Meir,Tomb B3  of the nomarch Senbi II,pit 1 (steward Senbi),"Khashaba excavations, 1910",,,,http://www.metmuseum.org/art/collection/search/544227,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
40.3.12,TRUE,TRUE,544228,Egyptian Art,"Scarab, bracelet, Wah",Scarab of the Storehouse Overseer Wah,,Middle Kingdom,Dynasty 12,"reign of Amenemhat I, early",,,,,,,,,,,ca. 1981–1975 B.C.,-1981,-1981,"Silver, electrum, glazed steatite, linen cord
","scarab: l. 3.9 cm (1 1/2 in.); w. 2.7 cm (1 1/16 in.); h. 2.5 cm (1 in.); barrel bead: l. 1.4 cm (9/16 in.); diam. 1 cm (3/8 in.); cylindrical bead: l. 1.9 cm (3/4 in.); 0.8 cm (5/16 in.)
overall length: 43 cm (16 15/16 in)","Rogers Fund and Edward S. Harkness Gift, 1940",From,,,,Egypt,"Upper Egypt, Thebes",Southern Asasif,Tomb of Wah (MMA 1102),"Mummy, over crossed wrists","MMA excavations, 1920",,|,,http://www.metmuseum.org/art/collection/search/544228,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"16.1.3a, b",TRUE,TRUE,544232,Egyptian Art,"Necklace, pectoral, Sithathoryunet, Senwosret II",Pectoral and Necklace of Sithathoryunet with the Name of Senwosret II,,Middle Kingdom,Dynasty 12,reign of Senwosret II,,,,,,,,,,,ca. 1887–1878 B.C.,-1887,-1878,"Gold, carnelian, lapis lazuli, turquoise, garnet (pectoral)
Gold, carnelian, lapis lazuli, turquoise, green feldspar (necklace)",L. of necklace (b): 82 cm (32 5/16 in.); H. of pectoral (a): 4.5 cm (1 3/4 in.); W. 8.2 cm (3 1/4 in.),"Purchase, Rogers Fund and Henry Walters Gift, 1916",From,,,,Egypt,Fayum Entrance Area,Lahun,Tomb of Sithathoryunet (BSA Tomb 8),,BSAE excavations 1914,,,,http://www.metmuseum.org/art/collection/search/544232,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
28.9.4,TRUE,TRUE,544319,Egyptian Art,Writing Board,Writing board,,Middle Kingdom,Dynasty 12,,,,,,,,,,,,ca. 1981–1802 B.C.,-1981,-1802,"Wood, gesso, paint",L. 43 cm (16 15/16 in); w. 19 cm (7 1/2 in),"Gift of Edward S. Harkness, 1928",From|Said to be from,,|,,Egypt,"Upper Egypt, Thebes or Northern Upper Egypt","Akhmim (Khemmis, Panopolis)",,,,,,,http://www.metmuseum.org/art/collection/search/544319,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
12.184,TRUE,TRUE,544320,Egyptian Art,"Stela, Mentuwoser",Stela of the Steward Mentuwoser,,Middle Kingdom,Dynasty 12,"reign of Senwosret I, year 17",,,,,,,,,,,ca. 1944 B.C.,-1944,-1944,"Limestone, paint",H. 103 cm (40 9/16 in.); W. 50.5 cm (19 7/8 in.); Th. 8.3 cm (3 1/4 in.),"Gift of Edward S. Harkness, 1912",From|Probably from,,|,,Egypt,Northern Upper Egypt,Abydos,,,,,,,http://www.metmuseum.org/art/collection/search/544320,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"15.2.2a, b",TRUE,TRUE,544326,Egyptian Art,"Coffin, Khnumnakht",Coffin of Khnumnakht,,Middle Kingdom,Dynasty 13,,,,,,,,,,,,ca. 1802–1640 B.C.,-1802,-1802,"Wood, paint",L. 207.5 cm (81 11/16 in); W. 51.8 cm (20 3/8 in); H. 68 cm (26 3/4 in),"Rogers Fund, 1915",From|Probably from,,|,,Egypt,Middle Egypt,Meir,,,"Khashaba excavations, 1910–15",,,,http://www.metmuseum.org/art/collection/search/544326,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
31.3.166,TRUE,TRUE,544442,Egyptian Art,"Sphinx, Hatshepsut",Sphinx of Hatshepsut,,New Kingdom,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,,,,,,,,,,,ca. 1479–1458 B.C.,-1473,-1458,"Granite, paint",H: 164 cm (64 9/16 in.); L: 343 cm (135 1/16 in.); Wt: 6758.6 kg (14900 lb.),"Rogers Fund, 1931",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Bahri,Senenmut Quarry,,"MMA excavations, 1926–28",,,,http://www.metmuseum.org/art/collection/search/544442,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
29.3.2,TRUE,TRUE,544450,Egyptian Art,"Statue, Hatshepsut, king, seated,",Seated Statue of Hatshepsut,,New Kingdom,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,,,,,,,,,,,ca. 1479–1458 B.C.,-1473,-1458,"Indurated limestone, paint",H. 195 cm (76 3/4 in.); W. 49 cm (19 5/16 in.); D. 114 cm (44 7/8 in.),"Rogers Fund, 1929",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Bahri & el- Asasif,Senenmut Quarry,,"MMA excavations, 1926–28/Lepsius 1843–45",,,,http://www.metmuseum.org/art/collection/search/544450,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"26.7.1413a, b",TRUE,TRUE,544451,Egyptian Art,"Statuette, standing boy, nude, Amenemhab, child",Statuette of the Child Amenemhab,,New Kingdom,"Dynasty 18, early",reign of Ahmose I–Thutmose II,,,,,,,,,,,ca. 1550–1479 B.C.,-1550,-1479,"Bronze, separate silver lotus, wood base with pigmented inlays
",h. 13 cm (5 1/8 in); w. 4.9 cm (1 15/16 in); d. 9 cm (3 9/16 in),"Purchase, Edward S. Harkness Gift, 1926",From,,,,Egypt,"Upper Egypt, Thebes",Asasif,"Tomb CC 37, Hall (C)","burial 24, inside coffin","Carnarvon/Carter excavations, 1911",,,,http://www.metmuseum.org/art/collection/search/544451,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.3.30a,TRUE,TRUE,544453,Egyptian Art,"Head, Amenhotep I",Head from a Statue of King Amenhotep I,,New Kingdom,Dynasty 18,reign of Amenhotep I,,,,,,,,,,,ca. 1525–1504 B.C.,-1525,-1525,"Sandstone, paint",H. 20 cm (7 7/8 in); weight 6.4 kg (14 lbs),"Rogers Fund, 1926",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Bahri,Temple of Mentuhotep II,Forecourt,"MMA excavations, 1921–22",,,,http://www.metmuseum.org/art/collection/search/544453,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
30.8.74,TRUE,TRUE,544478,Egyptian Art,"Statuette, standing king, Amenhotep III",Standing figure of Amenhotep III,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,ca. 1391–1353 B.C.,-1391,-1391,Chlorite schist,H. 22.2 (8 3/4 in.n); W. 8.6 (3 3/8 in.); D. 10.6 cm (4 3/16 in.),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544478,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1972.125,TRUE,TRUE,544498,Egyptian Art,"Sphinx, Amenhotep III","Sphinx of Amenhotep III, possibly from a Model of a Temple",,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,ca. 1390–1352 B.C.,-1390,-1352,"Faience, remains of a travertine (Egyptian alabaster) tenon",l. 25.1 cm (9 7/8 in); w. 13.3 cm (5 1/4 in); h. 13.3 cm (5 1/4 in),"Purchase, Lila Acheson Wallace Gift, 1972",From|Possibly from,,|,,Egypt,"Upper Egypt, Thebes",Karnak,,,,,,,http://www.metmuseum.org/art/collection/search/544498,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
11.215.460,TRUE,TRUE,544501,Egyptian Art,"Amphora, ibex, blue-painted ware",Blue-Painted Ibex Amphora from Malqata,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,ca. 1390–1353 B.C.,-1390,-1390,"pottery, white cream slip, paint",H. 39.5 cm (15 9/16 in); diam. 21 cm (8 1/4 in),"Rogers Fund, 1911",From,,,,Egypt,"Upper Egypt, Thebes",Malqata,Palace of Amenhotep III,Atitu's (rubbish) hole,"MMA excavations, 1910–11",,,,http://www.metmuseum.org/art/collection/search/544501,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
11.215.451,TRUE,TRUE,544502,Egyptian Art,"Ceiling painting, palace of Amenhotep III",Ceiling painting from the palace of Amenhotep III,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,ca. 1390–1353 B.C.,-1390,-1390,"Dried Mud, mud plaster, paint
Gesso",h. 140 cm (55 1/8 in); w. 140 cm (55 1/8 in),"Rogers Fund, 1911",From,,,,Egypt,"Upper Egypt, Thebes",Malqata,Palace of Amenhotep III,Antechamber to King's bedroom,"MMA excavations, 1910–11",,,,http://www.metmuseum.org/art/collection/search/544502,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
11.215.450,TRUE,TRUE,544509,Egyptian Art,"Music, menat, cat",Menat necklace from Malqata,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,ca. 1390–1353 B.C.,-1390,-1390,"Faience, bronze or copper alloy, glass, agate, carnelian, lapis lazuli, turquoise",L. of counterpoise 14.7 cm (5 13/16 in.),"Rogers Fund, 1911",From,,,,Egypt,"Upper Egypt, Thebes",Malqata,Birket Habu Mound B 1,Private House B,"MMA excavations, 1911–12",,|,,http://www.metmuseum.org/art/collection/search/544509,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.7.1396,TRUE,TRUE,544514,Egyptian Art,"Head, queen, fragment, lips",Fragment of a Queen's Face,,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1336,Yellow jasper,h. 13 cm (5 1/8 in); w. 12.5 cm (4 15/16 in); d. 12.5 cm (4 15/16 in),"Purchase, Edward S. Harkness Gift, 1926",From|Probably from,,|,,Egypt,Middle Egypt,Amarna (Akhetaten),,,,,,,http://www.metmuseum.org/art/collection/search/544514,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
40.2.1,TRUE,TRUE,544519,Egyptian Art,"Figurine, dog",Mechanical Dog,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,ca. 1390–1353 B.C.,-1390,-1353,Elephant ivory,H. 6 cm (2 3/8 in); W. 3.3 cm (1 5/16 in); L. 18 cm (7 1/16 in),"Rogers Fund, 1940",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544519,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
41.2.10,TRUE,TRUE,544524,Egyptian Art,"Statuette, Lady Tiye",Statuette of the lady Tiye,,New Kingdom,Dynasty 18,reign of Amenhotep III–Akhenaten,,,,,,,,,,,ca. 1390–1349 B.C.,-1390,-1390,"Wood, carnelian, gold, glass, Egyptian blue, paint
",h. 24 cm (9 7/8 in); base: w. 5.1 cm (2 in); d. 12.5 cm (4 15/16 in),"Rogers Fund, 1941",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544524,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
"32.5.2a, b",TRUE,TRUE,544680,Egyptian Art,"Music, clapper, arm, hand",Pair of Clappers,,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1336,Hippopotamus ivory,max. L. 21.5; max. h. as resting 2 ; max w. as resting 3.6 cm (8 7/16 x 13/16 x 1 7/16 in.),"Gift of Mrs. John Hubbard and Egypt Exploration Society, 1932",From,,,,Egypt,Middle Egypt,Amarna (Akhetaten),King's House at Amarna,Pit south of the pond,"Egypt Exploration Society excavations, 1931–2",,,,http://www.metmuseum.org/art/collection/search/544680,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
11.150.21,TRUE,TRUE,544683,Egyptian Art,"Statue group, two men, boy",Statue of two men and a boy that served as a domestic icon,,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1353,"Limestone, paint","h. 17 cm (6 11/16 in); w. 12.5 cm (4 15/16 in); 
D of base next to man 5.7 cm (2 1/4 in); D next to boy 4.8 cm (1 7/8 in)","Rogers Fund, 1911",From|Probably from|Probably originally from,,||,,Egypt,Southern Upper Egypt|Middle Egypt,Gebelein (Krokodilopolis)|Amarna (Akhetaten),,,,,,,http://www.metmuseum.org/art/collection/search/544683,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1982.5,TRUE,TRUE,544686,Egyptian Art,"Funerary figure,  shabti, Akhenaten",Funerary Figure of Akhenaten,,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1353,Granite,H. 27 cm (10 5/8 in.),"Gift of Mr. and Mrs. Jack A. Josephson, 1982",From|Probably from,,|,,Egypt,Middle Egypt,Amarna (Akhetaten),,,,,,,http://www.metmuseum.org/art/collection/search/544686,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
30.8.54,TRUE,TRUE,544689,Egyptian Art,"Canopic Jar Lid to the jar 07.226.1 of Kiya, secondary queen of Akhenaten",Canopic Jar (07.226.1) with a Lid in the Shape of a Royal Woman's Head (30.8.54),,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,,,,,,,,,,,ca. 1349–1336 B.C. or shortly thereafter,-1349,-1336,"Travertine (Egyptian alabaster), blue glass, obsidian, unidentified stone","Jar with lid: H. 53.2 cm (20 15/16 in.); Lid (30.8.54): H. 18.2 cm (7 3/16 in); diam. 16.6 cm (6 9/16 in); Jar only (07.226.1): H. 36.9 cm (14 1/2 in.); diam. 24 cm (9 7/16 in.)
","Gift of Theodore M. Davis, 1907 (07.226.1)
Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915 (30.8.54)",From,,,,Egypt,"Upper Egypt, Thebes",Valley of the Kings,Tomb KV 55,,"Davis/Ayrton excavations, 1907",,,,http://www.metmuseum.org/art/collection/search/544689,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
50.6,TRUE,TRUE,544690,Egyptian Art,"Head, Tutankhamun, god's hand",Head of Tutankhamun,,"New Kingdom, Amarna Period",Dynasty 18,reign of Tutankhamun,,,,,,,,,,,ca. 1336–1327 B.C.,-1336,-1327,Indurated Limestone,H. 17.2 cm (6 3/4 in.); W. 16 cm (6 5/16 in.); D. 23.6 cm (9 5/16 in.),"Rogers Fund, 1950",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544690,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
07.228.34,TRUE,TRUE,544691,Egyptian Art,"Head, Amun, Tutankhamun",Head of the god Amun,,"New Kingdom, post-Amarna Period",Dynasty 18,reign of Tutankhamun,,,,,,,,,,,ca. 1336–1327 B.C.,-1336,-1336,Granodiorite,"H. 44 cm (17 5/16 in.), W. 38.2 (15 1/16 in.); D. 41.5 (16 5/16 in.)","Rogers Fund, 1907",From|Probably from,,|,,Egypt,"Upper Egypt, Thebes",,,,,,,,http://www.metmuseum.org/art/collection/search/544691,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.10.1,TRUE,TRUE,544692,Egyptian Art,"Statue, scribe, Haremhab",Haremhab as a Scribe of the King,,New Kingdom,Dynasty 18,reign of Tutankhamun or Aya,,,,,,,,,,,ca. 1336–1323 B.C.,-1336,-1323,Granodiorite,h. 113 cm (44 1/2 in); w. 71 cm (27 15/16 in); d. 55.5 cm (21 7/8 in),"Gift of Mr. and Mrs. V. Everit Macy, 1923",From|Said to be from,,|,,Egypt,Memphite Region,Memphis (Mit Rahina),Ptah Temple,a hole among palm trees,,,,,http://www.metmuseum.org/art/collection/search/544692,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
11.150.26,TRUE,TRUE,544693,Egyptian Art,"Head, Queen Tiye","Face from a Composite Statue, probably Queen Tiye",,"New Kingdom, Amarna Period",Dynasty 18,reign of Amenhotep III-Akhenaten,,,,,,,,,,,ca. 1353–1336 B.C.,-1353,-1336,Quartzite,"H. 13.3 cm (5 1/4 in.); W. 12.5 cm (4 15/16 in.); D. 12.4 cm (4 7/8 in.)
H. of face 11 cm (4 5/16 in.)","Rogers Fund, 1911",From|Probably from,,|,,Egypt,Middle Egypt,Amarna (Akhetaten),,,,,,,http://www.metmuseum.org/art/collection/search/544693,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
86.1.10,TRUE,TRUE,544702,Egyptian Art,"Jar, wine",Jar from the tomb of Sennedjem,,"New Kingdom, Ramesside",Dynasty 19,reign of Ramesses II,,,,,,,,,,,ca. 1279–1213 B.C.,-1279,-1213,Painted red pottery,H. 30.5 cm (12 in); w. 16 cm (6 5/16 in),"Funds from various donors, 1886",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Medina,Tomb of Sennedjem (TT 1),,"Egyptian Antiquities Service/Maspero excavations, 1885–86",,,,http://www.metmuseum.org/art/collection/search/544702,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
13.180.21,TRUE,TRUE,544720,Egyptian Art,"Relief, battle scene",Block from a Relief Depicting a Battle,,New Kingdom,Dynasty 18,possibly reign of Amenhotep II,,,,,,,,,,,ca. 1427–1400 B.C.,-1427,-1400,"Sandstone, paint","H. 61.5 × W. 115 × Th. 21 cm, 306.2 kg (24 3/16 × 45 1/4 × 8 1/4 in., 675 lb.)","Rogers Fund and Edward S. Harkness Gift, 1913",From,,,,Egypt,"Upper Egypt, Thebes",Asasif,Temple of Ramesses IV,foundation (reused),"MMA excavations, 1912–13",,,,http://www.metmuseum.org/art/collection/search/544720,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
15.2.1,TRUE,TRUE,544740,Egyptian Art,"Statue, Yuny, Renenutet, pair, menat, music",Yuny and His Wife Renenutet,,"New Kingdom, Ramesside",Dynasty 19,reign of Seti I,,,,,,,,,,,ca. 1294–1279 B.C.,-1294,-1279,"Limestone, paint",H. 84.5 × W. 54.5 × D. 73 cm (33 1/4 × 21 7/16 × 28 3/4 in.),"Rogers Fund, 1915",From,,,,Egypt,Middle Egypt,"Asyut (Assiut, Siut; Lykopolis)",Tomb of Amenhotep,"Necropolis Cliff tomb, Medjdeni","Khashaba excavations, 1913",,|,,http://www.metmuseum.org/art/collection/search/544740,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
34.2.2,TRUE,TRUE,544752,Egyptian Art,"Head, Amenmesse, Seti II, blue crown",Head of King Amenmesse Wearing the Blue Crown,,"New Kingdom, Ramesside",Dynasty 19,reign of Seti II,,,,,,,,,,,ca. 1200–1194 B.C.,-1200,-1194,"Quartzite, paint",H. 44.5 × W. 30.5 × D. 34.5 cm (17 1/2 × 12 × 13 9/16 in.),"Rogers Fund, 1934",From,,,,Egypt,"Upper Egypt, Thebes",Karnak,Temple of Amun,Hypostyle Hall,,,,,http://www.metmuseum.org/art/collection/search/544752,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
21.2.6,TRUE,TRUE,544766,Egyptian Art,"Stela, Amun-Re",Unfinished Stela to Amun-Re,,"New Kingdom, Ramesside",Dynasty 20,,,,,,,,,,,,ca. 1184–1070 B.C.,-1184,-1070,"Limestone, paint",H. 42.5 cm (16 3/4 in),"Rogers Fund, 1921",From|Probably from,,|,,Egypt,"Upper Egypt, Thebes",,,,,,,,http://www.metmuseum.org/art/collection/search/544766,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
05.4.2,TRUE,TRUE,544776,Egyptian Art,"Stela, Userhat",Votive stela of Userhat,,New Kingdom,late Dynasty 18,,,,,,,,,,,,1327–1295 BC,-1327,-1295,"Limestone, paint",H. 42.5 cm (16 3/4 in); w. 48 cm (18 7/8 in),"Gift of Egypt Exploration Fund, 1905",From,,,,Egypt,"Upper Egypt, Thebes",Deir el-Bahri,Temple of Mentuhotep II,,"Egypt Exploration Society excavations, 1905",,,,http://www.metmuseum.org/art/collection/search/544776,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
09.184.83,TRUE,TRUE,544781,Egyptian Art,"Bottle, long-necked, wine",Water Bottle from Tutankhamun's Embalming Cache,,New Kingdom,Dynasty 18,reign of Tutankhamun,,,,,,,,,,,ca. 1336–1327 B.C.,-1336,-1336,"Pottery, hematite wash, burnished, pigment","H. 37 cm (14 9/16 in.); Diam. 15 cm (5 7/8 in.)
Diam. of mouth 12 cm (4 3/4 in.)","Gift of Theodore M. Davis, 1909",From,,,,Egypt,"Upper Egypt, Thebes",Valley of the Kings,Embalming Cache of Tutankhamun (KV 54),,"Davis/Ayrton excavations, 1907–08",,,,http://www.metmuseum.org/art/collection/search/544781,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
09.184.216,TRUE,TRUE,544782,Egyptian Art,"Broad Collar, floral",Floral collar from Tutankhamun's Embalming Cache,,New Kingdom,Dynasty 18,reign of Tutankhamun,,,,,,,,,,,ca. 1336–1327 B.C.,-1336,-1336,"Papyrus, olive leaves, persea leaves, nightshade berries, celery (?), faience, linen dyed red",Diam. 47 cm (18 1/2 in.); W. 17 cm (6 11/16 in.); Diam. of disk beads 0.5 cm (3/16 in.),"Gift of Theodore M. Davis, 1909",From,,,,Egypt,"Upper Egypt, Thebes",Valley of the Kings,Embalming cache of Tutankhamun (KV 54),,"Davis/Ayrton excavations, 1907",,,,http://www.metmuseum.org/art/collection/search/544782,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
22.1.95,TRUE,TRUE,544822,Egyptian Art,"Jug, Dolphins",Jug Decorated with Dolphins and Birds,,Middle Kingdom or Second Intermediate Period,Dynasty 13–15,,,,,,,,,,,,ca. 1750–1550 B.C.,-1750,-1550,"Pottery, manganese black, gypsum fill",H. 15 cm (5 7/8 in.); Diam. 14.9 cm (5 7/8 in.),"Rogers Fund and Edward S. Harkness Gift, 1922",From,,,,Egypt,Memphite Region,Lisht North,cemetery south of pyramid below House  A1:3,Pit 879,"MMA excavations, 1920–21",,,,http://www.metmuseum.org/art/collection/search/544822,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
30.8.45a–c,TRUE,TRUE,544826,Egyptian Art,"Chair, Arm Panel",Arm Panel From a Ceremonial Chair of Thutmose IV,,New Kingdom,Dynasty 18,reign of Thutmose IV,,,,,,,,,,,ca. 1400–1390 B.C.,-1400,-1390,Wood (ficus sycomorus?),H. 25.1 cm (9 7/8 in),"Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915",From,,,,Egypt,"Upper Egypt, Thebes",Valley of the Kings,Tomb of Thutmose IV (KV 43),,Carter/Davis 1903,,,,http://www.metmuseum.org/art/collection/search/544826,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.7.1293,TRUE,TRUE,544853,Egyptian Art,"Whip handle, horse",Whip Handle in the Shape of a Horse,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,ca. 1390–1353 B.C.,-1390,-1353,"Ivory, garnet, paint",L.. 14.6 (5 3/4 in); H. 5.5 (2 3/16 in); Th. 1.8 cm (11/16 in),"Purchase, Edward S. Harkness Gift, 1926",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/544853,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.7.1193,TRUE,TRUE,544864,Egyptian Art,Statuette of Taweret,Statuette of the Goddess Taweret,,Ptolemaic Period,,,,,,,,,,,,,332–30 B.C.,-332,-30,Glassy faience,H. 11 cm (4 5/16 in); W. 3.3 cm (1 5/16 in); D. 4.8 cm (1 7/8 in),"Purchase, Edward S. Harkness Gift, 1926",From,,,,Egypt,Northern Upper Egypt,Qena area,,,,,,,http://www.metmuseum.org/art/collection/search/544864,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.7.1412,TRUE,TRUE,544874,Egyptian Art,"Statuette, Amun, standing, god",Statuette of Amun,,Third Intermediate Period,Dynasty 22,,,,,,,,,,,,ca. 945–712 B.C.,-945,-712,Gold,h. 17.5 cm (6 7/8 in); w. 4.7 cm (1 7/8 in); d 5.8 cm (2 1/4 in); weight 0.9 kg. (2 lbs),"Purchase, Edward S. Harkness Gift, 1926",From|Possibly from,,|,,Egypt,"Upper Egypt, Thebes",Karnak,,,,,,,http://www.metmuseum.org/art/collection/search/544874,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
34.2.1,TRUE,TRUE,544887,Egyptian Art,"Statue, Horus, King Nectanebo II",God Horus Protecting King Nectanebo II,,Late Period,Dynasty 30,reign of Nectanebo II,,,,,,,,,,,360–343 B.C.,-360,-343,Meta-Greywacke,H. 72 cm (28 3/8 in.); W. 20 cm (7 7/8 in.); D. 46.5 cm (18 5/16 in.),"Rogers Fund, 1934",From|Said to be from,,|,,Egypt,Memphite Region,Heliopolis (Iunu; On),Tomb of a Mnevis bull,,,,,,http://www.metmuseum.org/art/collection/search/544887,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
